 1.00000000e-07 -3.94486157e-07  1.00000000e-07 -1.11639582e-07  1.00000000e-07  3.14159616e-05 
 1.05600226e-07 -4.17815516e-07  1.05600226e-07 -1.18241791e-07  1.05600226e-07  3.31753264e-05 
 1.16800677e-07 -4.66948550e-07  1.16800677e-07 -1.32146440e-07  1.16800677e-07  3.66940563e-05 
 1.39201579e-07 -5.80060442e-07  1.39201579e-07 -1.64157105e-07  1.39201579e-07  4.37315177e-05 
 1.84003383e-07 -8.65665185e-07  1.84003383e-07 -2.44983247e-07  1.84003383e-07  5.78064484e-05 
 2.73606992e-07 -1.67437631e-06  2.73606992e-07 -4.73848496e-07  2.73606992e-07  8.59563534e-05 
 4.38651144e-07 -3.99264955e-06  4.38651144e-07 -1.12991982e-06  4.38651144e-07  1.37806919e-04 
 6.61196816e-07 -8.81886970e-06  6.61196816e-07 -2.49574012e-06  6.61196816e-07  2.07722971e-04 
 1.01164388e-06 -2.03750312e-05  1.01164388e-06 -5.76613384e-06  1.01164388e-06  3.17823711e-04 
 1.51289040e-06 -4.53083579e-05  1.51289040e-06 -1.28222653e-05  1.51289040e-06  4.75309587e-04 
 2.28624647e-06 -1.03156974e-04  2.28624647e-06 -2.91934237e-05  2.28624647e-06  7.18317599e-04 
 3.42421597e-06 -2.30943581e-04  3.42421597e-06 -6.53570335e-05  3.42421597e-06  1.07599027e-03 
 5.15678190e-06 -5.22638586e-04  5.15678190e-06 -1.47906720e-04  5.15678190e-06  1.62087231e-03 
 7.73777249e-06 -1.17286707e-03  7.73777249e-06 -3.31921380e-04  7.73777249e-06  2.43365974e-03 
 1.00000000e-05 -1.95242114e-03  1.00000000e-05 -5.52535182e-04  1.00000000e-05  3.14750239e-03 
 1.03910068e-05 -2.10954069e-03  1.03910068e-05 -5.97000016e-04  1.03910068e-05  3.27107414e-03 
 1.11730203e-05 -2.43519788e-03  1.11730203e-05 -6.89161000e-04  1.11730203e-05  3.51833084e-03 
 1.27370474e-05 -3.15458035e-03  1.27370474e-05 -8.92746238e-04  1.27370474e-05  4.01357083e-03 
 1.58651017e-05 -4.85945641e-03  1.58651017e-05 -1.37522616e-03  1.58651017e-05  5.00742181e-03 
 2.21212101e-05 -9.28028103e-03  2.21212101e-05 -2.62631953e-03  2.21212101e-05  7.01215972e-03 
 3.21212101e-05 -1.88362136e-02  3.21212101e-05 -5.33064844e-03  3.21212101e-05  1.02787401e-02 
 4.21212101e-05 -3.08730748e-02  4.21212101e-05 -8.73708018e-03  4.21212101e-05  1.36413082e-02 
 5.21212101e-05 -4.45449911e-02  5.21212101e-05 -1.26062325e-02  5.21212101e-05  1.71181608e-02 
 6.21212101e-05 -5.88995130e-02  6.21212101e-05 -1.66685622e-02  6.21212101e-05  2.07196008e-02 
 7.21212101e-05 -7.29392182e-02  7.21212101e-05 -2.06417988e-02  7.21212101e-05  2.44472633e-02 
 8.21212101e-05 -8.56858562e-02  8.21212101e-05 -2.42490973e-02  8.21212101e-05  2.82940005e-02 
 9.21212101e-05 -9.62428956e-02  9.21212101e-05 -2.72367394e-02  9.21212101e-05  3.22443308e-02 
 1.02121210e-04 -1.03852531e-01  1.02121210e-04 -2.93902662e-02  1.02121210e-04  3.62754183e-02 
 1.12121210e-04 -1.07943637e-01  1.12121210e-04 -3.05480492e-02  1.12121210e-04  4.03585198e-02 
 1.22121210e-04 -1.08167783e-01  1.22121210e-04 -3.06114826e-02  1.22121210e-04  4.44608042e-02 
 1.32121210e-04 -1.04421175e-01  1.32121210e-04 -2.95511925e-02  1.32121210e-04  4.85474299e-02 
 1.42121210e-04 -9.68512377e-02  1.42121210e-04 -2.74089003e-02  1.42121210e-04  5.25837496e-02 
 1.52121210e-04 -8.58474639e-02  1.52121210e-04 -2.42948323e-02  1.52121210e-04  5.65375026e-02 
